Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:58:14.108000,OCO,31,0 days 00:01:27.507000,18.0,2.0,,,0 days 00:00:28.396000,0 days 00:00:30.419000,0 days 00:00:28.692000,0 days 01:57:15.066000,0 days 01:57:45.485000,0 days 01:58:14.177000,288.0,318.0,317.0,320.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:56:46.601000,,1,13.0,,,False,True
0 days 01:59:41.045000,OCO,31,0 days 00:01:26.937000,19.0,2.0,,,0 days 00:00:28.378000,0 days 00:00:29.970000,0 days 00:00:28.589000,0 days 01:58:42.555000,0 days 01:59:12.525000,0 days 01:59:41.114000,290.0,314.0,318.0,323.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:58:14.108000,,1,13.0,,,False,True
0 days 02:01:07.832000,OCO,31,0 days 00:01:26.787000,20.0,2.0,,,0 days 00:00:28.295000,0 days 00:00:29.870000,0 days 00:00:28.622000,0 days 02:00:09.409000,0 days 02:00:39.279000,0 days 02:01:07.901000,291.0,314.0,316.0,320.0,True,HARD,17.0,True,Haas F1 Team,0 days 01:59:41.045000,,1,13.0,,,False,True
0 days 02:02:36.141000,OCO,31,0 days 00:01:28.309000,21.0,2.0,,,0 days 00:00:29.010000,0 days 00:00:30.295000,0 days 00:00:29.004000,0 days 02:01:36.911000,0 days 02:02:07.206000,0 days 02:02:36.210000,289.0,319.0,308.0,321.0,False,HARD,18.0,True,Haas F1 Team,0 days 02:01:07.832000,,1,14.0,,,False,True
0 days 02:04:03.751000,OCO,31,0 days 00:01:27.610000,22.0,2.0,,,0 days 00:00:28.853000,0 days 00:00:30.086000,0 days 00:00:28.671000,0 days 02:03:05.063000,0 days 02:03:35.149000,0 days 02:04:03.820000,291.0,315.0,319.0,314.0,False,HARD,19.0,True,Haas F1 Team,0 days 02:02:36.141000,,1,14.0,,,False,True
0 days 02:05:30.729000,OCO,31,0 days 00:01:26.978000,23.0,2.0,,,0 days 00:00:28.376000,0 days 00:00:30.099000,0 days 00:00:28.503000,0 days 02:04:32.196000,0 days 02:05:02.295000,0 days 02:05:30.798000,293.0,315.0,319.0,324.0,False,HARD,20.0,True,Haas F1 Team,0 days 02:04:03.751000,,1,14.0,,,False,True
0 days 02:06:57.487000,OCO,31,0 days 00:01:26.758000,24.0,2.0,,,0 days 00:00:28.324000,0 days 00:00:30.023000,0 days 00:00:28.411000,0 days 02:05:59.122000,0 days 02:06:29.145000,0 days 02:06:57.556000,292.0,315.0,309.0,322.0,True,HARD,21.0,True,Haas F1 Team,0 days 02:05:30.729000,,1,14.0,,,False,True
0 days 02:08:24.533000,OCO,31,0 days 00:01:27.046000,25.0,2.0,,,0 days 00:00:28.607000,0 days 00:00:29.958000,0 days 00:00:28.481000,0 days 02:07:26.163000,0 days 02:07:56.121000,0 days 02:08:24.602000,289.0,314.0,307.0,315.0,False,HARD,22.0,True,Haas F1 Team,0 days 02:06:57.487000,,1,14.0,,,False,True
0 days 02:09:52.547000,OCO,31,0 days 00:01:28.014000,26.0,2.0,,,0 days 00:00:29.117000,0 days 00:00:30.067000,0 days 00:00:28.830000,0 days 02:08:53.719000,0 days 02:09:23.786000,0 days 02:09:52.616000,286.0,308.0,310.0,315.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:08:24.533000,,1,14.0,,,False,True
0 days 02:11:28.451000,OCO,31,0 days 00:01:35.904000,27.0,2.0,,0 days 02:11:24.903000,0 days 00:00:28.711000,0 days 00:00:30.367000,0 days 00:00:36.826000,0 days 02:10:21.327000,0 days 02:10:51.694000,0 days 02:11:28.520000,286.0,322.0,,311.0,False,HARD,24.0,True,Haas F1 Team,0 days 02:09:52.547000,,126,15.0,,,False,False
0 days 02:13:34.350000,OCO,31,0 days 00:02:05.899000,28.0,3.0,0 days 02:11:51.920000,,0 days 00:00:58.852000,0 days 00:00:37.669000,0 days 00:00:29.378000,0 days 02:12:27.372000,0 days 02:13:05.041000,0 days 02:13:34.419000,222.0,270.0,304.0,218.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 02:11:28.451000,,671,16.0,,,False,False
0 days 02:15:00.904000,OCO,31,0 days 00:01:26.554000,29.0,3.0,,,0 days 00:00:28.715000,0 days 00:00:29.464000,0 days 00:00:28.375000,0 days 02:14:03.134000,0 days 02:14:32.598000,0 days 02:15:00.973000,286.0,308.0,314.0,311.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 02:13:34.350000,,1,16.0,,,False,True
0 days 02:16:27.224000,OCO,31,0 days 00:01:26.320000,30.0,3.0,,,0 days 00:00:28.374000,0 days 00:00:29.452000,0 days 00:00:28.494000,0 days 02:15:29.347000,0 days 02:15:58.799000,0 days 02:16:27.293000,288.0,311.0,314.0,312.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 02:15:00.904000,,1,16.0,,,False,True
0 days 02:17:53.667000,OCO,31,0 days 00:01:26.443000,31.0,3.0,,,0 days 00:00:28.439000,0 days 00:00:29.496000,0 days 00:00:28.508000,0 days 02:16:55.732000,0 days 02:17:25.228000,0 days 02:17:53.736000,287.0,310.0,312.0,313.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 02:16:27.224000,,1,16.0,,,False,True
0 days 02:19:20.067000,OCO,31,0 days 00:01:26.400000,32.0,3.0,,,0 days 00:00:28.429000,0 days 00:00:29.506000,0 days 00:00:28.465000,0 days 02:18:22.165000,0 days 02:18:51.671000,0 days 02:19:20.136000,287.0,310.0,313.0,314.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 02:17:53.667000,,1,16.0,,,False,True
0 days 02:20:46.644000,OCO,31,0 days 00:01:26.577000,33.0,3.0,,,0 days 00:00:28.445000,0 days 00:00:29.646000,0 days 00:00:28.486000,0 days 02:19:48.581000,0 days 02:20:18.227000,0 days 02:20:46.713000,286.0,310.0,315.0,311.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 02:19:20.067000,,1,16.0,,,False,True
0 days 02:22:12.851000,OCO,31,0 days 00:01:26.207000,34.0,3.0,,,0 days 00:00:28.289000,0 days 00:00:29.549000,0 days 00:00:28.369000,0 days 02:21:15.002000,0 days 02:21:44.551000,0 days 02:22:12.920000,287.0,310.0,317.0,314.0,True,MEDIUM,7.0,True,Haas F1 Team,0 days 02:20:46.644000,,1,16.0,,,False,True
0 days 02:23:39.154000,OCO,31,0 days 00:01:26.303000,35.0,3.0,,,0 days 00:00:28.313000,0 days 00:00:29.493000,0 days 00:00:28.497000,0 days 02:22:41.233000,0 days 02:23:10.726000,0 days 02:23:39.223000,287.0,309.0,313.0,313.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 02:22:12.851000,,1,16.0,,,False,True
0 days 02:25:06.311000,OCO,31,0 days 00:01:27.157000,36.0,3.0,,,0 days 00:00:28.424000,0 days 00:00:30.309000,0 days 00:00:28.424000,0 days 02:24:07.647000,0 days 02:24:37.956000,0 days 02:25:06.380000,286.0,318.0,315.0,311.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 02:23:39.154000,,1,17.0,,,False,True
0 days 02:26:32.419000,OCO,31,0 days 00:01:26.108000,37.0,3.0,,,0 days 00:00:28.424000,0 days 00:00:29.598000,0 days 00:00:28.086000,,0 days 02:26:04.402000,0 days 02:26:32.488000,290.0,309.0,312.0,319.0,True,MEDIUM,10.0,True,Haas F1 Team,0 days 02:25:06.311000,,1,17.0,,,False,True
0 days 02:27:58.639000,OCO,31,0 days 00:01:26.220000,38.0,3.0,,,0 days 00:00:28.414000,0 days 00:00:29.490000,0 days 00:00:28.316000,0 days 02:27:00.902000,0 days 02:27:30.392000,0 days 02:27:58.708000,290.0,312.0,298.0,313.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 02:26:32.419000,,1,17.0,,,False,True
0 days 02:29:25.519000,OCO,31,0 days 00:01:26.880000,39.0,3.0,,,0 days 00:00:28.624000,0 days 00:00:29.858000,0 days 00:00:28.398000,0 days 02:28:27.332000,0 days 02:28:57.190000,0 days 02:29:25.588000,288.0,309.0,309.0,311.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 02:27:58.639000,,1,17.0,,,False,True
0 days 02:30:52.787000,OCO,31,0 days 00:01:27.268000,40.0,3.0,,,0 days 00:00:28.915000,0 days 00:00:29.684000,0 days 00:00:28.669000,0 days 02:29:54.503000,0 days 02:30:24.187000,0 days 02:30:52.856000,286.0,308.0,308.0,310.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 02:29:25.519000,,1,17.0,,,False,True
0 days 02:32:19.589000,OCO,31,0 days 00:01:26.802000,41.0,3.0,,,0 days 00:00:28.561000,0 days 00:00:29.623000,0 days 00:00:28.618000,0 days 02:31:21.417000,0 days 02:31:51.040000,0 days 02:32:19.658000,284.0,307.0,308.0,308.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 02:30:52.787000,,1,17.0,,,False,True
0 days 02:33:46.654000,OCO,31,0 days 00:01:27.065000,42.0,3.0,,,0 days 00:00:28.738000,0 days 00:00:29.660000,0 days 00:00:28.667000,0 days 02:32:48.396000,0 days 02:33:18.056000,0 days 02:33:46.723000,285.0,306.0,305.0,307.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 02:32:19.589000,,1,17.0,,,False,True
0 days 02:35:13.823000,OCO,31,0 days 00:01:27.169000,43.0,3.0,,,0 days 00:00:28.790000,0 days 00:00:29.710000,0 days 00:00:28.669000,0 days 02:34:15.513000,0 days 02:34:45.223000,0 days 02:35:13.892000,284.0,306.0,310.0,305.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 02:33:46.654000,,1,17.0,,,False,True
0 days 02:36:40.697000,OCO,31,0 days 00:01:26.874000,44.0,3.0,,,0 days 00:00:28.697000,0 days 00:00:29.559000,0 days 00:00:28.618000,0 days 02:35:42.589000,0 days 02:36:12.148000,0 days 02:36:40.766000,285.0,305.0,312.0,307.0,False,MEDIUM,17.0,True,Haas F1 Team,0 days 02:35:13.823000,,1,17.0,,,False,True
0 days 02:38:07.524000,OCO,31,0 days 00:01:26.827000,45.0,3.0,,,0 days 00:00:28.734000,0 days 00:00:29.591000,0 days 00:00:28.502000,0 days 02:37:09.500000,0 days 02:37:39.091000,0 days 02:38:07.593000,284.0,305.0,313.0,307.0,False,MEDIUM,18.0,True,Haas F1 Team,0 days 02:36:40.697000,,1,17.0,,,False,True
0 days 02:39:34.619000,OCO,31,0 days 00:01:27.095000,46.0,3.0,,,0 days 00:00:28.752000,0 days 00:00:29.649000,0 days 00:00:28.694000,0 days 02:38:36.345000,0 days 02:39:05.994000,0 days 02:39:34.688000,284.0,305.0,311.0,306.0,False,MEDIUM,19.0,True,Haas F1 Team,0 days 02:38:07.524000,,1,17.0,,,False,True
0 days 02:41:01.679000,OCO,31,0 days 00:01:27.060000,47.0,3.0,,,0 days 00:00:28.750000,0 days 00:00:29.570000,0 days 00:00:28.740000,0 days 02:40:03.438000,0 days 02:40:33.008000,0 days 02:41:01.748000,284.0,304.0,310.0,304.0,False,MEDIUM,20.0,True,Haas F1 Team,0 days 02:39:34.619000,,1,16.0,,,False,True
0 days 02:42:28.738000,OCO,31,0 days 00:01:27.059000,48.0,3.0,,,0 days 00:00:28.740000,0 days 00:00:29.761000,0 days 00:00:28.558000,0 days 02:41:30.488000,0 days 02:42:00.249000,0 days 02:42:28.807000,284.0,305.0,311.0,303.0,False,MEDIUM,21.0,True,Haas F1 Team,0 days 02:41:01.679000,,1,16.0,,,False,True
0 days 02:43:55.637000,OCO,31,0 days 00:01:26.899000,49.0,3.0,,,0 days 00:00:28.693000,0 days 00:00:29.601000,0 days 00:00:28.605000,0 days 02:42:57.500000,0 days 02:43:27.101000,0 days 02:43:55.706000,285.0,306.0,313.0,305.0,False,MEDIUM,22.0,True,Haas F1 Team,0 days 02:42:28.738000,,1,16.0,,,False,True
0 days 02:45:22.468000,OCO,31,0 days 00:01:26.831000,50.0,3.0,,,0 days 00:00:28.628000,0 days 00:00:29.606000,0 days 00:00:28.597000,0 days 02:44:24.334000,0 days 02:44:53.940000,0 days 02:45:22.537000,286.0,310.0,309.0,307.0,False,MEDIUM,23.0,True,Haas F1 Team,0 days 02:43:55.637000,,1,16.0,,,False,True
0 days 02:46:52.112000,OCO,31,0 days 00:01:29.644000,51.0,3.0,,,0 days 00:00:31.081000,0 days 00:00:29.941000,0 days 00:00:28.622000,0 days 02:45:53.618000,0 days 02:46:23.559000,0 days 02:46:52.181000,289.0,308.0,315.0,205.0,False,MEDIUM,24.0,True,Haas F1 Team,0 days 02:45:22.468000,,1,16.0,,,False,True
0 days 02:48:17.823000,OCO,31,0 days 00:01:25.711000,52.0,3.0,,,0 days 00:00:28.555000,0 days 00:00:29.008000,0 days 00:00:28.148000,0 days 02:47:20.736000,0 days 02:47:49.744000,0 days 02:48:17.892000,286.0,327.0,289.0,311.0,True,MEDIUM,25.0,True,Haas F1 Team,0 days 02:46:52.112000,,1,16.0,,,False,True
0 days 00:58:28.237000,LIN,41,0 days 00:01:32.262000,1.0,1.0,,,,0 days 00:00:31.818000,0 days 00:00:28.968000,,0 days 00:57:59.389000,0 days 00:58:28.456000,315.0,322.0,303.0,263.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:56:55.761000,,1,8.0,,,False,False
0 days 00:59:55.402000,LIN,41,0 days 00:01:27.165000,2.0,1.0,,,0 days 00:00:28.704000,0 days 00:00:30.095000,0 days 00:00:28.366000,0 days 00:58:57.038000,0 days 00:59:27.133000,0 days 00:59:55.499000,290.0,313.0,320.0,319.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:58:28.237000,,1,7.0,,,False,True
0 days 01:02:12.180000,LIN,41,0 days 00:02:16.778000,3.0,1.0,,0 days 01:02:07.418000,0 days 00:00:36.772000,0 days 00:00:41.447000,0 days 00:00:58.559000,0 days 01:00:32.271000,0 days 01:01:13.718000,0 days 01:02:12.277000,144.0,126.0,,324.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:59:55.402000,,1245,7.0,,,False,False
0 days 01:34:45.652000,LIN,41,,4.0,2.0,0 days 01:32:49.950000,,,0 days 00:00:37.853000,0 days 00:00:42.102000,,0 days 01:34:03.647000,0 days 01:34:45.813000,249.0,239.0,60.0,211.0,False,HARD,1.0,True,Racing Bulls,0 days 01:32:24.927000,,1,7.0,,,False,False
0 days 01:38:02.826000,LIN,41,,5.0,2.0,,,,0 days 00:00:34.202000,0 days 00:00:40.122000,,0 days 01:37:22.839000,0 days 01:38:02.923000,247.0,253.0,74.0,210.0,False,HARD,2.0,True,Racing Bulls,0 days 01:34:45.652000,,1,7.0,,,False,False
0 days 01:40:39.707000,LIN,41,,6.0,2.0,,,0 days 00:01:35.829000,0 days 00:00:31.573000,0 days 00:00:29.549000,0 days 01:39:38.897000,0 days 01:40:10.317000,0 days 01:40:39.937000,309.0,331.0,287.0,299.0,False,HARD,3.0,True,Racing Bulls,0 days 01:38:02.826000,,12,7.0,,,False,False
0 days 01:42:07.609000,LIN,41,0 days 00:01:27.902000,7.0,2.0,,,0 days 00:00:29.222000,0 days 00:00:30.206000,0 days 00:00:28.474000,0 days 01:41:09.026000,0 days 01:41:39.232000,0 days 01:42:07.706000,291.0,316.0,321.0,313.0,False,HARD,4.0,True,Racing Bulls,0 days 01:40:39.707000,,1,8.0,,,False,True
0 days 01:43:34.439000,LIN,41,0 days 00:01:26.830000,8.0,2.0,,,0 days 00:00:28.394000,0 days 00:00:29.905000,0 days 00:00:28.531000,0 days 01:42:36.100000,0 days 01:43:06.005000,0 days 01:43:34.536000,289.0,314.0,310.0,322.0,True,HARD,5.0,True,Racing Bulls,0 days 01:42:07.609000,,1,8.0,,,False,True
0 days 01:45:00.965000,LIN,41,0 days 00:01:26.526000,9.0,2.0,,,0 days 00:00:28.546000,0 days 00:00:29.593000,0 days 00:00:28.387000,0 days 01:44:03.082000,0 days 01:44:32.675000,0 days 01:45:01.062000,289.0,311.0,310.0,319.0,True,HARD,6.0,True,Racing Bulls,0 days 01:43:34.439000,,1,8.0,,,False,True
0 days 01:46:27.517000,LIN,41,0 days 00:01:26.552000,10.0,2.0,,,0 days 00:00:28.401000,0 days 00:00:29.556000,0 days 00:00:28.595000,0 days 01:45:29.463000,0 days 01:45:59.019000,0 days 01:46:27.614000,289.0,311.0,311.0,316.0,False,HARD,7.0,True,Racing Bulls,0 days 01:45:00.965000,,1,8.0,,,False,True
0 days 01:47:54.184000,LIN,41,0 days 00:01:26.667000,11.0,2.0,,,0 days 00:00:28.481000,0 days 00:00:29.651000,0 days 00:00:28.535000,0 days 01:46:56.095000,0 days 01:47:25.746000,0 days 01:47:54.281000,289.0,310.0,312.0,317.0,False,HARD,8.0,True,Racing Bulls,0 days 01:46:27.517000,,1,8.0,,,False,True
0 days 01:49:20.692000,LIN,41,0 days 00:01:26.508000,12.0,2.0,,,0 days 00:00:28.384000,0 days 00:00:29.650000,0 days 00:00:28.474000,0 days 01:48:22.665000,0 days 01:48:52.315000,0 days 01:49:20.789000,289.0,310.0,312.0,318.0,True,HARD,9.0,True,Racing Bulls,0 days 01:47:54.184000,,1,8.0,,,False,True
0 days 01:50:47.402000,LIN,41,0 days 00:01:26.710000,13.0,2.0,,,0 days 00:00:28.389000,0 days 00:00:29.782000,0 days 00:00:28.539000,0 days 01:49:49.178000,0 days 01:50:18.960000,0 days 01:50:47.499000,289.0,309.0,313.0,315.0,False,HARD,10.0,True,Racing Bulls,0 days 01:49:20.692000,,1,8.0,,,False,True
0 days 01:52:13.924000,LIN,41,0 days 00:01:26.522000,14.0,2.0,,,0 days 00:00:28.346000,0 days 00:00:29.651000,0 days 00:00:28.525000,0 days 01:51:15.845000,0 days 01:51:45.496000,0 days 01:52:14.021000,291.0,307.0,312.0,313.0,False,HARD,11.0,True,Racing Bulls,0 days 01:50:47.402000,,1,8.0,,,False,True
0 days 01:53:40.765000,LIN,41,0 days 00:01:26.841000,15.0,2.0,,,0 days 00:00:28.366000,0 days 00:00:29.805000,0 days 00:00:28.670000,0 days 01:52:42.387000,0 days 01:53:12.192000,0 days 01:53:40.862000,288.0,307.0,312.0,313.0,False,HARD,12.0,True,Racing Bulls,0 days 01:52:13.924000,,1,8.0,,,False,True
0 days 01:55:07.684000,LIN,41,0 days 00:01:26.919000,16.0,2.0,,,0 days 00:00:28.422000,0 days 00:00:29.798000,0 days 00:00:28.699000,0 days 01:54:09.284000,0 days 01:54:39.082000,0 days 01:55:07.781000,287.0,306.0,313.0,313.0,False,HARD,13.0,True,Racing Bulls,0 days 01:53:40.765000,,1,8.0,,,False,True
0 days 01:56:34.542000,LIN,41,0 days 00:01:26.858000,17.0,2.0,,,0 days 00:00:28.384000,0 days 00:00:29.796000,0 days 00:00:28.678000,0 days 01:55:36.165000,0 days 01:56:05.961000,0 days 01:56:34.639000,287.0,306.0,311.0,314.0,False,HARD,14.0,True,Racing Bulls,0 days 01:55:07.684000,,1,8.0,,,False,True
0 days 01:58:01.434000,LIN,41,0 days 00:01:26.892000,18.0,2.0,,,0 days 00:00:28.379000,0 days 00:00:29.788000,0 days 00:00:28.725000,0 days 01:57:03.018000,0 days 01:57:32.806000,0 days 01:58:01.531000,287.0,306.0,312.0,314.0,False,HARD,15.0,True,Racing Bulls,0 days 01:56:34.542000,,1,8.0,,,False,True
0 days 01:59:28.219000,LIN,41,0 days 00:01:26.785000,19.0,2.0,,,0 days 00:00:28.369000,0 days 00:00:29.680000,0 days 00:00:28.736000,0 days 01:58:29.900000,0 days 01:58:59.580000,0 days 01:59:28.316000,288.0,306.0,312.0,314.0,False,HARD,16.0,True,Racing Bulls,0 days 01:58:01.434000,,1,8.0,,,False,True
0 days 02:00:55.146000,LIN,41,0 days 00:01:26.927000,20.0,2.0,,,0 days 00:00:28.516000,0 days 00:00:29.741000,0 days 00:00:28.670000,0 days 01:59:56.832000,0 days 02:00:26.573000,0 days 02:00:55.243000,288.0,307.0,310.0,313.0,False,HARD,17.0,True,Racing Bulls,0 days 01:59:28.219000,,1,8.0,,,False,True
0 days 02:02:22.007000,LIN,41,0 days 00:01:26.861000,21.0,2.0,,,0 days 00:00:28.406000,0 days 00:00:29.802000,0 days 00:00:28.653000,0 days 02:01:23.649000,0 days 02:01:53.451000,0 days 02:02:22.104000,288.0,309.0,311.0,315.0,False,HARD,18.0,True,Racing Bulls,0 days 02:00:55.146000,,1,8.0,,,False,True
0 days 02:03:48.681000,LIN,41,0 days 00:01:26.674000,22.0,2.0,,,0 days 00:00:28.444000,0 days 00:00:29.672000,0 days 00:00:28.558000,0 days 02:02:50.548000,0 days 02:03:20.220000,0 days 02:03:48.778000,288.0,309.0,310.0,316.0,False,HARD,19.0,True,Racing Bulls,0 days 02:02:22.007000,,1,8.0,,,False,True
0 days 02:05:15.374000,LIN,41,0 days 00:01:26.693000,23.0,2.0,,,0 days 00:00:28.407000,0 days 00:00:29.712000,0 days 00:00:28.574000,0 days 02:04:17.185000,0 days 02:04:46.897000,0 days 02:05:15.471000,289.0,310.0,309.0,315.0,False,HARD,20.0,True,Racing Bulls,0 days 02:03:48.681000,,1,8.0,,,False,True
0 days 02:06:42.156000,LIN,41,0 days 00:01:26.782000,24.0,2.0,,,0 days 00:00:28.419000,0 days 00:00:29.735000,0 days 00:00:28.628000,0 days 02:05:43.890000,0 days 02:06:13.625000,0 days 02:06:42.253000,287.0,309.0,310.0,315.0,False,HARD,21.0,True,Racing Bulls,0 days 02:05:15.374000,,1,8.0,,,False,True
0 days 02:08:08.813000,LIN,41,0 days 00:01:26.657000,25.0,2.0,,,0 days 00:00:28.430000,0 days 00:00:29.643000,0 days 00:00:28.584000,0 days 02:07:10.683000,0 days 02:07:40.326000,0 days 02:08:08.910000,288.0,308.0,313.0,314.0,False,HARD,22.0,True,Racing Bulls,0 days 02:06:42.156000,,1,8.0,,,False,True
0 days 02:09:35.538000,LIN,41,0 days 00:01:26.725000,26.0,2.0,,,0 days 00:00:28.416000,0 days 00:00:29.718000,0 days 00:00:28.591000,0 days 02:08:37.326000,0 days 02:09:07.044000,0 days 02:09:35.635000,287.0,307.0,311.0,314.0,False,HARD,23.0,True,Racing Bulls,0 days 02:08:08.813000,,1,8.0,,,False,True
0 days 02:11:02.445000,LIN,41,0 days 00:01:26.907000,27.0,2.0,,,0 days 00:00:28.570000,0 days 00:00:29.666000,0 days 00:00:28.671000,0 days 02:10:04.205000,0 days 02:10:33.871000,0 days 02:11:02.542000,286.0,306.0,311.0,313.0,False,HARD,24.0,True,Racing Bulls,0 days 02:09:35.538000,,12,8.0,,,False,True
0 days 02:12:54.901000,LIN,41,0 days 00:01:52.456000,28.0,2.0,,,0 days 00:00:37.026000,0 days 00:00:37.818000,0 days 00:00:37.612000,0 days 02:11:39.568000,0 days 02:12:17.386000,0 days 02:12:54.998000,178.0,189.0,243.0,251.0,False,HARD,25.0,True,Racing Bulls,0 days 02:11:02.445000,,26,8.0,,,False,False
0 days 02:14:25.161000,LIN,41,0 days 00:01:30.260000,29.0,2.0,,,0 days 00:00:32.142000,0 days 00:00:29.825000,0 days 00:00:28.293000,0 days 02:13:27.140000,0 days 02:13:56.965000,0 days 02:14:25.258000,284.0,311.0,318.0,254.0,False,HARD,26.0,True,Racing Bulls,0 days 02:12:54.901000,,671,8.0,,,False,False
0 days 02:15:51.637000,LIN,41,0 days 00:01:26.476000,30.0,2.0,,,0 days 00:00:28.437000,0 days 00:00:29.524000,0 days 00:00:28.515000,0 days 02:14:53.695000,0 days 02:15:23.219000,0 days 02:15:51.734000,288.0,308.0,311.0,314.0,True,HARD,27.0,True,Racing Bulls,0 days 02:14:25.161000,,1,8.0,,,False,True
0 days 02:17:18.088000,LIN,41,0 days 00:01:26.451000,31.0,2.0,,,0 days 00:00:28.467000,0 days 00:00:29.473000,0 days 00:00:28.511000,0 days 02:16:20.201000,0 days 02:16:49.674000,0 days 02:17:18.185000,289.0,309.0,312.0,311.0,True,HARD,28.0,True,Racing Bulls,0 days 02:15:51.637000,,1,8.0,,,False,True
0 days 02:18:44.354000,LIN,41,0 days 00:01:26.266000,32.0,2.0,,,0 days 00:00:28.351000,0 days 00:00:29.522000,0 days 00:00:28.393000,0 days 02:17:46.536000,0 days 02:18:16.058000,0 days 02:18:44.451000,289.0,310.0,315.0,314.0,True,HARD,29.0,True,Racing Bulls,0 days 02:17:18.088000,,1,8.0,,,False,True
0 days 02:20:10.766000,LIN,41,0 days 00:01:26.412000,33.0,2.0,,,0 days 00:00:28.346000,0 days 00:00:29.626000,0 days 00:00:28.440000,0 days 02:19:12.797000,0 days 02:19:42.423000,0 days 02:20:10.863000,290.0,312.0,314.0,316.0,False,HARD,30.0,True,Racing Bulls,0 days 02:18:44.354000,,1,8.0,,,False,True
0 days 02:21:37.346000,LIN,41,0 days 00:01:26.580000,34.0,2.0,,,0 days 00:00:28.432000,0 days 00:00:29.656000,0 days 00:00:28.492000,0 days 02:20:39.295000,0 days 02:21:08.951000,0 days 02:21:37.443000,288.0,307.0,313.0,313.0,False,HARD,31.0,True,Racing Bulls,0 days 02:20:10.766000,,1,8.0,,,False,True
0 days 02:23:03.747000,LIN,41,0 days 00:01:26.401000,35.0,2.0,,,0 days 00:00:28.354000,0 days 00:00:29.617000,0 days 00:00:28.430000,0 days 02:22:05.797000,0 days 02:22:35.414000,0 days 02:23:03.844000,290.0,307.0,314.0,312.0,False,HARD,32.0,True,Racing Bulls,0 days 02:21:37.346000,,1,8.0,,,False,True
0 days 02:24:30.048000,LIN,41,0 days 00:01:26.301000,36.0,2.0,,,0 days 00:00:28.337000,0 days 00:00:29.514000,0 days 00:00:28.450000,0 days 02:23:32.181000,0 days 02:24:01.695000,0 days 02:24:30.145000,288.0,308.0,315.0,313.0,False,HARD,33.0,True,Racing Bulls,0 days 02:23:03.747000,,1,8.0,,,False,True
0 days 02:25:56.393000,LIN,41,0 days 00:01:26.345000,37.0,2.0,,,0 days 00:00:28.356000,0 days 00:00:29.656000,0 days 00:00:28.333000,0 days 02:24:58.501000,0 days 02:25:28.157000,0 days 02:25:56.490000,289.0,309.0,314.0,314.0,False,HARD,34.0,True,Racing Bulls,0 days 02:24:30.048000,,1,8.0,,,False,True
0 days 02:27:22.875000,LIN,41,0 days 00:01:26.482000,38.0,2.0,,,0 days 00:00:28.320000,0 days 00:00:29.680000,0 days 00:00:28.482000,0 days 02:26:24.810000,0 days 02:26:54.490000,0 days 02:27:22.972000,290.0,311.0,312.0,316.0,False,HARD,35.0,True,Racing Bulls,0 days 02:25:56.393000,,1,8.0,,,False,True
0 days 02:28:49.189000,LIN,41,0 days 00:01:26.314000,39.0,2.0,,,0 days 00:00:28.365000,0 days 00:00:29.520000,0 days 00:00:28.429000,0 days 02:27:51.337000,0 days 02:28:20.857000,0 days 02:28:49.286000,288.0,305.0,313.0,312.0,False,HARD,36.0,True,Racing Bulls,0 days 02:27:22.875000,,1,8.0,,,False,True
0 days 02:30:15.513000,LIN,41,0 days 00:01:26.324000,40.0,2.0,,,0 days 00:00:28.400000,0 days 00:00:29.545000,0 days 00:00:28.379000,0 days 02:29:17.686000,0 days 02:29:47.231000,0 days 02:30:15.610000,286.0,305.0,312.0,311.0,False,HARD,37.0,True,Racing Bulls,0 days 02:28:49.189000,,1,8.0,,,False,True
