Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:01:53.705000,ALO,14,0 days 00:01:45.467000,2.0,1.0,,,0 days 00:00:32.093000,0 days 00:00:38.420000,0 days 00:00:34.954000,0 days 01:00:40.361000,0 days 01:01:18.781000,0 days 01:01:53.735000,187.0,220.0,214.0,252.0,True,HARD,2.0,True,Aston Martin,0 days 01:00:08.238000,,1,20.0,,,False,True
0 days 01:03:37.478000,ALO,14,0 days 00:01:43.773000,3.0,1.0,,,0 days 00:00:31.232000,0 days 00:00:37.722000,0 days 00:00:34.819000,0 days 01:02:24.967000,0 days 01:03:02.689000,0 days 01:03:37.508000,202.0,239.0,217.0,268.0,True,HARD,3.0,True,Aston Martin,0 days 01:01:53.705000,,1,19.0,,,False,True
0 days 01:05:21.746000,ALO,14,0 days 00:01:44.268000,4.0,1.0,,,0 days 00:00:31.735000,0 days 00:00:38.004000,0 days 00:00:34.529000,0 days 01:04:09.243000,0 days 01:04:47.247000,0 days 01:05:21.776000,191.0,237.0,217.0,249.0,False,HARD,4.0,True,Aston Martin,0 days 01:03:37.478000,,1,19.0,,,False,True
0 days 01:07:05.819000,ALO,14,0 days 00:01:44.073000,5.0,1.0,,,0 days 00:00:31.484000,0 days 00:00:37.748000,0 days 00:00:34.841000,0 days 01:05:53.260000,0 days 01:06:31.008000,0 days 01:07:05.849000,204.0,235.0,216.0,280.0,False,HARD,5.0,True,Aston Martin,0 days 01:05:21.746000,,12,19.0,,,False,True
0 days 01:08:49.644000,ALO,14,0 days 00:01:43.825000,6.0,1.0,,,0 days 00:00:31.511000,0 days 00:00:37.851000,0 days 00:00:34.463000,0 days 01:07:37.360000,0 days 01:08:15.211000,0 days 01:08:49.674000,205.0,230.0,217.0,243.0,False,HARD,6.0,True,Aston Martin,0 days 01:07:05.819000,,1,18.0,,,False,True
0 days 01:10:33.689000,ALO,14,0 days 00:01:44.045000,7.0,1.0,,,0 days 00:00:31.595000,0 days 00:00:37.640000,0 days 00:00:34.810000,0 days 01:09:21.269000,0 days 01:09:58.909000,0 days 01:10:33.719000,205.0,226.0,216.0,253.0,False,HARD,7.0,True,Aston Martin,0 days 01:08:49.644000,,1,18.0,,,False,True
0 days 01:12:17.315000,ALO,14,0 days 00:01:43.626000,8.0,1.0,,,0 days 00:00:31.509000,0 days 00:00:37.553000,0 days 00:00:34.564000,0 days 01:11:05.228000,0 days 01:11:42.781000,0 days 01:12:17.345000,205.0,236.0,217.0,286.0,True,HARD,8.0,True,Aston Martin,0 days 01:10:33.689000,,1,18.0,,,False,True
0 days 01:14:01.430000,ALO,14,0 days 00:01:44.115000,9.0,1.0,,,0 days 00:00:31.395000,0 days 00:00:38.049000,0 days 00:00:34.671000,0 days 01:12:48.740000,0 days 01:13:26.789000,0 days 01:14:01.460000,206.0,234.0,216.0,252.0,False,HARD,9.0,True,Aston Martin,0 days 01:12:17.315000,,1,18.0,,,False,True
0 days 01:15:45.126000,ALO,14,0 days 00:01:43.696000,10.0,1.0,,,0 days 00:00:31.396000,0 days 00:00:37.647000,0 days 00:00:34.653000,0 days 01:14:32.856000,0 days 01:15:10.503000,0 days 01:15:45.156000,206.0,232.0,217.0,267.0,False,HARD,10.0,True,Aston Martin,0 days 01:14:01.430000,,1,18.0,,,False,True
0 days 01:17:28.488000,ALO,14,0 days 00:01:43.362000,11.0,1.0,,,0 days 00:00:31.129000,0 days 00:00:37.667000,0 days 00:00:34.566000,0 days 01:16:16.285000,0 days 01:16:53.952000,0 days 01:17:28.518000,203.0,232.0,216.0,264.0,True,HARD,11.0,True,Aston Martin,0 days 01:15:45.126000,,1,18.0,,,False,True
0 days 01:19:12.672000,ALO,14,0 days 00:01:44.184000,12.0,1.0,,,0 days 00:00:31.478000,0 days 00:00:38.092000,0 days 00:00:34.614000,0 days 01:17:59.996000,0 days 01:18:38.088000,0 days 01:19:12.702000,200.0,232.0,216.0,278.0,False,HARD,12.0,True,Aston Martin,0 days 01:17:28.488000,,1,18.0,,,False,True
0 days 01:20:55.960000,ALO,14,0 days 00:01:43.288000,13.0,1.0,,,0 days 00:00:31.261000,0 days 00:00:37.435000,0 days 00:00:34.592000,0 days 01:19:43.963000,0 days 01:20:21.398000,0 days 01:20:55.990000,212.0,235.0,217.0,265.0,True,HARD,13.0,True,Aston Martin,0 days 01:19:12.672000,,12,18.0,,,False,True
0 days 01:23:09.204000,ALO,14,0 days 00:02:13.244000,14.0,1.0,,0 days 01:23:08.333000,0 days 00:00:31.329000,0 days 00:00:52.271000,0 days 00:00:49.644000,0 days 01:21:27.319000,0 days 01:22:19.590000,0 days 01:23:09.234000,207.0,192.0,,263.0,False,HARD,14.0,True,Aston Martin,0 days 01:20:55.960000,,26,18.0,,,False,False
0 days 01:25:26.658000,ALO,14,0 days 00:02:17.454000,15.0,2.0,0 days 01:23:52.077000,,0 days 00:01:07.591000,0 days 00:00:36.316000,0 days 00:00:33.547000,0 days 01:24:16.825000,0 days 01:24:53.141000,0 days 01:25:26.688000,210.0,238.0,222.0,264.0,False,SOFT,1.0,True,Aston Martin,0 days 01:23:09.204000,,671,20.0,,,False,False
0 days 01:27:06.998000,ALO,14,0 days 00:01:40.340000,16.0,2.0,,,0 days 00:00:30.739000,0 days 00:00:36.228000,0 days 00:00:33.373000,0 days 01:25:57.427000,0 days 01:26:33.655000,0 days 01:27:07.028000,217.0,238.0,220.0,285.0,True,SOFT,2.0,True,Aston Martin,0 days 01:25:26.658000,,1,20.0,,,False,True
0 days 01:28:47.818000,ALO,14,0 days 00:01:40.820000,17.0,2.0,,,0 days 00:00:30.991000,0 days 00:00:36.386000,0 days 00:00:33.443000,0 days 01:27:38.019000,0 days 01:28:14.405000,0 days 01:28:47.848000,214.0,242.0,218.0,284.0,False,SOFT,3.0,True,Aston Martin,0 days 01:27:06.998000,,1,20.0,,,False,True
0 days 01:30:29.273000,ALO,14,0 days 00:01:41.455000,18.0,2.0,,,0 days 00:00:30.872000,0 days 00:00:36.554000,0 days 00:00:34.029000,0 days 01:29:18.720000,0 days 01:29:55.274000,0 days 01:30:29.303000,215.0,225.0,220.0,285.0,False,SOFT,4.0,True,Aston Martin,0 days 01:28:47.818000,,1,20.0,,,False,True
0 days 01:32:10.016000,ALO,14,0 days 00:01:40.743000,19.0,2.0,,,0 days 00:00:30.760000,0 days 00:00:36.449000,0 days 00:00:33.534000,0 days 01:31:00.063000,0 days 01:31:36.512000,0 days 01:32:10.046000,220.0,246.0,219.0,288.0,False,SOFT,5.0,True,Aston Martin,0 days 01:30:29.273000,,1,20.0,,,False,True
0 days 01:33:50.655000,ALO,14,0 days 00:01:40.639000,20.0,2.0,,,0 days 00:00:30.421000,0 days 00:00:36.483000,0 days 00:00:33.735000,0 days 01:32:40.467000,0 days 01:33:16.950000,0 days 01:33:50.685000,220.0,245.0,218.0,299.0,False,SOFT,6.0,True,Aston Martin,0 days 01:32:10.016000,,1,20.0,,,False,True
0 days 01:35:32.174000,ALO,14,0 days 00:01:41.519000,21.0,2.0,,,0 days 00:00:30.826000,0 days 00:00:36.679000,0 days 00:00:34.014000,0 days 01:34:21.511000,0 days 01:34:58.190000,0 days 01:35:32.204000,218.0,241.0,220.0,288.0,False,SOFT,7.0,True,Aston Martin,0 days 01:33:50.655000,,1,20.0,,,False,True
0 days 01:37:14.017000,ALO,14,0 days 00:01:41.843000,22.0,2.0,,,0 days 00:00:30.937000,0 days 00:00:36.727000,0 days 00:00:34.179000,0 days 01:36:03.141000,0 days 01:36:39.868000,0 days 01:37:14.047000,215.0,245.0,219.0,282.0,False,SOFT,8.0,True,Aston Martin,0 days 01:35:32.174000,,1,20.0,,,False,True
0 days 01:38:58.994000,ALO,14,0 days 00:01:44.977000,23.0,2.0,,,0 days 00:00:31.939000,0 days 00:00:37.416000,0 days 00:00:35.622000,0 days 01:37:45.986000,0 days 01:38:23.402000,0 days 01:38:59.024000,199.0,246.0,220.0,237.0,False,SOFT,9.0,True,Aston Martin,0 days 01:37:14.017000,,1,20.0,,,False,True
0 days 01:40:40.265000,ALO,14,0 days 00:01:41.271000,24.0,2.0,,,0 days 00:00:30.539000,0 days 00:00:36.970000,0 days 00:00:33.762000,0 days 01:39:29.563000,0 days 01:40:06.533000,0 days 01:40:40.295000,216.0,240.0,219.0,297.0,False,SOFT,10.0,True,Aston Martin,0 days 01:38:58.994000,,1,18.0,,,False,True
0 days 01:42:22.304000,ALO,14,0 days 00:01:42.039000,25.0,2.0,,,0 days 00:00:31.830000,0 days 00:00:36.631000,0 days 00:00:33.578000,0 days 01:41:12.125000,0 days 01:41:48.756000,0 days 01:42:22.334000,214.0,245.0,221.0,235.0,False,SOFT,11.0,True,Aston Martin,0 days 01:40:40.265000,,1,18.0,,,False,True
0 days 01:44:06.065000,ALO,14,0 days 00:01:43.761000,26.0,2.0,,,0 days 00:00:30.784000,0 days 00:00:38.913000,0 days 00:00:34.064000,0 days 01:42:53.118000,0 days 01:43:32.031000,0 days 01:44:06.095000,217.0,238.0,219.0,292.0,False,SOFT,12.0,True,Aston Martin,0 days 01:42:22.304000,,1,18.0,,,False,True
0 days 01:45:46.845000,ALO,14,0 days 00:01:40.780000,27.0,2.0,,,0 days 00:00:30.574000,0 days 00:00:36.371000,0 days 00:00:33.835000,0 days 01:44:36.669000,0 days 01:45:13.040000,0 days 01:45:46.875000,220.0,245.0,221.0,299.0,False,SOFT,13.0,True,Aston Martin,0 days 01:44:06.065000,,1,18.0,,,False,True
0 days 01:47:27.490000,ALO,14,0 days 00:01:40.645000,28.0,2.0,,,0 days 00:00:30.782000,0 days 00:00:36.361000,0 days 00:00:33.502000,0 days 01:46:17.657000,0 days 01:46:54.018000,0 days 01:47:27.520000,219.0,245.0,221.0,292.0,False,SOFT,14.0,True,Aston Martin,0 days 01:45:46.845000,,1,18.0,,,False,True
0 days 01:49:08.390000,ALO,14,0 days 00:01:40.900000,29.0,2.0,,,0 days 00:00:30.813000,0 days 00:00:36.208000,0 days 00:00:33.879000,0 days 01:47:58.333000,0 days 01:48:34.541000,0 days 01:49:08.420000,218.0,247.0,219.0,291.0,False,SOFT,15.0,True,Aston Martin,0 days 01:47:27.490000,,1,18.0,,,False,True
0 days 01:50:48.857000,ALO,14,0 days 00:01:40.467000,30.0,2.0,,,0 days 00:00:30.677000,0 days 00:00:36.248000,0 days 00:00:33.542000,0 days 01:49:39.097000,0 days 01:50:15.345000,0 days 01:50:48.887000,219.0,246.0,218.0,303.0,False,SOFT,16.0,True,Aston Martin,0 days 01:49:08.390000,,1,17.0,,,False,True
0 days 01:52:29.355000,ALO,14,0 days 00:01:40.498000,31.0,2.0,,,0 days 00:00:30.783000,0 days 00:00:36.215000,0 days 00:00:33.500000,0 days 01:51:19.670000,0 days 01:51:55.885000,0 days 01:52:29.385000,219.0,244.0,220.0,288.0,False,SOFT,17.0,True,Aston Martin,0 days 01:50:48.857000,,1,17.0,,,False,True
0 days 01:54:09.843000,ALO,14,0 days 00:01:40.488000,32.0,2.0,,,0 days 00:00:30.922000,0 days 00:00:36.057000,0 days 00:00:33.509000,0 days 01:53:00.307000,0 days 01:53:36.364000,0 days 01:54:09.873000,219.0,246.0,220.0,290.0,False,SOFT,18.0,True,Aston Martin,0 days 01:52:29.355000,,1,17.0,,,False,True
0 days 01:55:49.985000,ALO,14,0 days 00:01:40.142000,33.0,2.0,,,0 days 00:00:30.749000,0 days 00:00:35.941000,0 days 00:00:33.452000,0 days 01:54:40.622000,0 days 01:55:16.563000,0 days 01:55:50.015000,219.0,246.0,220.0,289.0,True,SOFT,19.0,True,Aston Martin,0 days 01:54:09.843000,,1,17.0,,,False,True
0 days 01:57:30.410000,ALO,14,0 days 00:01:40.425000,34.0,2.0,,,0 days 00:00:30.771000,0 days 00:00:36.209000,0 days 00:00:33.445000,0 days 01:56:20.786000,0 days 01:56:56.995000,0 days 01:57:30.440000,218.0,244.0,220.0,290.0,False,SOFT,20.0,True,Aston Martin,0 days 01:55:49.985000,,1,17.0,,,False,True
0 days 01:59:11.284000,ALO,14,0 days 00:01:40.874000,35.0,2.0,,,0 days 00:00:30.786000,0 days 00:00:36.436000,0 days 00:00:33.652000,0 days 01:58:01.226000,0 days 01:58:37.662000,0 days 01:59:11.314000,217.0,246.0,220.0,290.0,False,SOFT,21.0,True,Aston Martin,0 days 01:57:30.410000,,1,17.0,,,False,True
0 days 02:00:56.484000,ALO,14,0 days 00:01:45.200000,36.0,2.0,,,0 days 00:00:30.942000,0 days 00:00:37.891000,0 days 00:00:36.367000,0 days 01:59:42.256000,0 days 02:00:20.147000,0 days 02:00:56.514000,211.0,239.0,219.0,290.0,False,SOFT,22.0,True,Aston Martin,0 days 01:59:11.284000,,1,17.0,,,False,True
0 days 02:02:40.737000,ALO,14,0 days 00:01:44.253000,37.0,2.0,,0 days 02:02:39.908000,0 days 00:00:30.956000,0 days 00:00:36.551000,0 days 00:00:36.746000,0 days 02:01:27.470000,0 days 02:02:04.021000,0 days 02:02:40.767000,212.0,248.0,,282.0,False,SOFT,23.0,True,Aston Martin,0 days 02:00:56.484000,,1,17.0,,,False,False
0 days 02:04:46.128000,ALO,14,0 days 00:02:05.391000,38.0,3.0,0 days 02:03:11.852000,,0 days 00:00:55.909000,0 days 00:00:36.286000,0 days 00:00:33.196000,0 days 02:03:36.676000,0 days 02:04:12.962000,0 days 02:04:46.158000,212.0,249.0,221.0,251.0,False,HARD,1.0,True,Aston Martin,0 days 02:02:40.737000,,1,17.0,,,False,False
0 days 02:06:25.262000,ALO,14,0 days 00:01:39.134000,39.0,3.0,,,0 days 00:00:30.588000,0 days 00:00:35.751000,0 days 00:00:32.795000,0 days 02:05:16.746000,0 days 02:05:52.497000,0 days 02:06:25.292000,220.0,248.0,223.0,288.0,True,HARD,2.0,True,Aston Martin,0 days 02:04:46.128000,,1,17.0,,,False,True
0 days 02:08:04.265000,ALO,14,0 days 00:01:39.003000,40.0,3.0,,,0 days 00:00:30.257000,0 days 00:00:35.535000,0 days 00:00:33.211000,0 days 02:06:55.549000,0 days 02:07:31.084000,0 days 02:08:04.295000,221.0,249.0,222.0,290.0,True,HARD,3.0,True,Aston Martin,0 days 02:06:25.262000,,1,17.0,,,False,True
0 days 02:09:43.929000,ALO,14,0 days 00:01:39.664000,41.0,3.0,,,0 days 00:00:30.139000,0 days 00:00:35.640000,0 days 00:00:33.885000,0 days 02:08:34.434000,0 days 02:09:10.074000,0 days 02:09:43.959000,219.0,249.0,221.0,290.0,False,HARD,4.0,True,Aston Martin,0 days 02:08:04.265000,,1,17.0,,,False,True
0 days 02:11:22.939000,ALO,14,0 days 00:01:39.010000,42.0,3.0,,,0 days 00:00:30.308000,0 days 00:00:35.549000,0 days 00:00:33.153000,0 days 02:10:14.267000,0 days 02:10:49.816000,0 days 02:11:22.969000,220.0,247.0,221.0,289.0,False,HARD,5.0,True,Aston Martin,0 days 02:09:43.929000,,1,17.0,,,False,True
0 days 02:13:05.639000,ALO,14,0 days 00:01:42.700000,43.0,3.0,,,0 days 00:00:31.015000,0 days 00:00:37.805000,0 days 00:00:33.880000,0 days 02:11:53.984000,0 days 02:12:31.789000,0 days 02:13:05.669000,220.0,224.0,220.0,247.0,False,HARD,6.0,True,Aston Martin,0 days 02:11:22.939000,,1,17.0,,,False,True
0 days 02:14:45.798000,ALO,14,0 days 00:01:40.159000,44.0,3.0,,,0 days 00:00:30.661000,0 days 00:00:35.999000,0 days 00:00:33.499000,0 days 02:13:36.330000,0 days 02:14:12.329000,0 days 02:14:45.828000,214.0,246.0,223.0,281.0,False,HARD,7.0,True,Aston Martin,0 days 02:13:05.639000,,1,17.0,,,False,True
0 days 02:16:25.906000,ALO,14,0 days 00:01:40.108000,45.0,3.0,,,0 days 00:00:30.929000,0 days 00:00:35.839000,0 days 00:00:33.340000,0 days 02:15:16.757000,0 days 02:15:52.596000,0 days 02:16:25.936000,215.0,247.0,223.0,279.0,False,HARD,8.0,True,Aston Martin,0 days 02:14:45.798000,,1,17.0,,,False,True
0 days 02:18:05.530000,ALO,14,0 days 00:01:39.624000,46.0,3.0,,,0 days 00:00:30.525000,0 days 00:00:35.831000,0 days 00:00:33.268000,0 days 02:16:56.461000,0 days 02:17:32.292000,0 days 02:18:05.560000,213.0,247.0,221.0,291.0,False,HARD,9.0,True,Aston Martin,0 days 02:16:25.906000,,1,17.0,,,False,True
0 days 02:19:49.940000,ALO,14,0 days 00:01:44.410000,47.0,3.0,,,0 days 00:00:30.736000,0 days 00:00:40.328000,0 days 00:00:33.346000,0 days 02:18:36.296000,0 days 02:19:16.624000,0 days 02:19:49.970000,217.0,249.0,218.0,284.0,False,HARD,10.0,True,Aston Martin,0 days 02:18:05.530000,,1,17.0,,,False,True
0 days 02:21:29.146000,ALO,14,0 days 00:01:39.206000,48.0,3.0,,,0 days 00:00:30.520000,0 days 00:00:35.547000,0 days 00:00:33.139000,0 days 02:20:20.490000,0 days 02:20:56.037000,0 days 02:21:29.176000,217.0,249.0,220.0,292.0,False,HARD,11.0,True,Aston Martin,0 days 02:19:49.940000,,1,17.0,,,False,True
0 days 02:23:08.992000,ALO,14,0 days 00:01:39.846000,49.0,3.0,,,0 days 00:00:30.952000,0 days 00:00:35.736000,0 days 00:00:33.158000,0 days 02:22:00.128000,0 days 02:22:35.864000,0 days 02:23:09.022000,219.0,245.0,219.0,278.0,False,HARD,12.0,True,Aston Martin,0 days 02:21:29.146000,,1,17.0,,,False,True
0 days 02:24:48.262000,ALO,14,0 days 00:01:39.270000,50.0,3.0,,,0 days 00:00:30.437000,0 days 00:00:35.669000,0 days 00:00:33.164000,0 days 02:23:39.459000,0 days 02:24:15.128000,0 days 02:24:48.292000,218.0,245.0,220.0,292.0,False,HARD,13.0,True,Aston Martin,0 days 02:23:08.992000,,1,17.0,,,False,True
0 days 02:26:27.881000,ALO,14,0 days 00:01:39.619000,51.0,3.0,,,0 days 00:00:30.919000,0 days 00:00:35.620000,0 days 00:00:33.080000,0 days 02:25:19.211000,0 days 02:25:54.831000,0 days 02:26:27.911000,215.0,250.0,222.0,294.0,False,HARD,14.0,True,Aston Martin,0 days 02:24:48.262000,,1,17.0,,,False,True
0 days 02:28:09.497000,ALO,14,0 days 00:01:41.616000,52.0,3.0,,,0 days 00:00:30.789000,0 days 00:00:37.405000,0 days 00:00:33.422000,0 days 02:26:58.700000,0 days 02:27:36.105000,0 days 02:28:09.527000,214.0,250.0,212.0,289.0,False,HARD,15.0,True,Aston Martin,0 days 02:26:27.881000,,1,17.0,,,False,True
0 days 02:29:49.131000,ALO,14,0 days 00:01:39.634000,53.0,3.0,,,0 days 00:00:30.651000,0 days 00:00:35.919000,0 days 00:00:33.064000,0 days 02:28:40.178000,0 days 02:29:16.097000,0 days 02:29:49.161000,218.0,245.0,221.0,299.0,False,HARD,16.0,True,Aston Martin,0 days 02:28:09.497000,,1,17.0,,,False,True
0 days 02:31:31.104000,ALO,14,0 days 00:01:41.973000,54.0,3.0,,,0 days 00:00:30.400000,0 days 00:00:35.858000,0 days 00:00:35.715000,0 days 02:30:19.561000,0 days 02:30:55.419000,0 days 02:31:31.134000,220.0,249.0,221.0,292.0,False,HARD,17.0,True,Aston Martin,0 days 02:29:49.131000,,1,17.0,,,False,True
0 days 02:33:11.595000,ALO,14,0 days 00:01:40.491000,55.0,3.0,,,0 days 00:00:30.306000,0 days 00:00:36.278000,0 days 00:00:33.907000,0 days 02:32:01.440000,0 days 02:32:37.718000,0 days 02:33:11.625000,218.0,238.0,220.0,277.0,False,HARD,18.0,True,Aston Martin,0 days 02:31:31.104000,,1,17.0,,,False,True
0 days 00:59:59.178000,LEC,16,0 days 00:01:45.113000,1.0,1.0,,,,0 days 00:00:37.764000,0 days 00:00:33.836000,,0 days 00:59:25.503000,0 days 00:59:59.361000,187.0,239.0,221.0,247.0,False,HARD,1.0,True,Ferrari,0 days 00:58:13.809000,,12,5.0,,,False,False
0 days 01:01:40.681000,LEC,16,0 days 00:01:41.503000,2.0,1.0,,,0 days 00:00:30.582000,0 days 00:00:37.107000,0 days 00:00:33.814000,0 days 01:00:29.786000,0 days 01:01:06.893000,0 days 01:01:40.707000,201.0,242.0,223.0,268.0,True,HARD,2.0,True,Ferrari,0 days 00:59:59.178000,,1,5.0,,,False,True
0 days 01:03:20.893000,LEC,16,0 days 00:01:40.212000,3.0,1.0,,,0 days 00:00:30.358000,0 days 00:00:36.488000,0 days 00:00:33.366000,0 days 01:02:11.065000,0 days 01:02:47.553000,0 days 01:03:20.919000,212.0,247.0,219.0,285.0,True,HARD,3.0,True,Ferrari,0 days 01:01:40.681000,,1,5.0,,,False,True
0 days 01:05:03.191000,LEC,16,0 days 00:01:42.298000,4.0,1.0,,,0 days 00:00:30.825000,0 days 00:00:37.082000,0 days 00:00:34.391000,0 days 01:03:51.744000,0 days 01:04:28.826000,0 days 01:05:03.217000,206.0,230.0,219.0,276.0,False,HARD,4.0,True,Ferrari,0 days 01:03:20.893000,,1,5.0,,,False,True
0 days 01:06:45.237000,LEC,16,0 days 00:01:42.046000,5.0,1.0,,,0 days 00:00:31.466000,0 days 00:00:37.114000,0 days 00:00:33.466000,0 days 01:05:34.683000,0 days 01:06:11.797000,0 days 01:06:45.263000,194.0,239.0,220.0,237.0,False,HARD,5.0,True,Ferrari,0 days 01:05:03.191000,,12,4.0,,,False,True
0 days 01:08:25.899000,LEC,16,0 days 00:01:40.662000,6.0,1.0,,,0 days 00:00:30.916000,0 days 00:00:36.191000,0 days 00:00:33.555000,0 days 01:07:16.179000,0 days 01:07:52.370000,0 days 01:08:25.925000,213.0,247.0,221.0,269.0,False,HARD,6.0,True,Ferrari,0 days 01:06:45.237000,,1,4.0,,,False,True
0 days 01:10:05.976000,LEC,16,0 days 00:01:40.077000,7.0,1.0,,,0 days 00:00:30.427000,0 days 00:00:36.456000,0 days 00:00:33.194000,0 days 01:08:56.352000,0 days 01:09:32.808000,0 days 01:10:06.002000,216.0,245.0,221.0,282.0,True,HARD,7.0,True,Ferrari,0 days 01:08:25.899000,,1,4.0,,,False,True
0 days 01:11:45.998000,LEC,16,0 days 00:01:40.022000,8.0,1.0,,,0 days 00:00:30.390000,0 days 00:00:36.400000,0 days 00:00:33.232000,0 days 01:10:36.392000,0 days 01:11:12.792000,0 days 01:11:46.024000,212.0,247.0,221.0,283.0,True,HARD,8.0,True,Ferrari,0 days 01:10:05.976000,,1,4.0,,,False,True
0 days 01:13:25.472000,LEC,16,0 days 00:01:39.474000,9.0,1.0,,,0 days 00:00:30.317000,0 days 00:00:35.943000,0 days 00:00:33.214000,0 days 01:12:16.341000,0 days 01:12:52.284000,0 days 01:13:25.498000,216.0,249.0,220.0,289.0,True,HARD,9.0,True,Ferrari,0 days 01:11:45.998000,,1,4.0,,,False,True
0 days 01:15:05.069000,LEC,16,0 days 00:01:39.597000,10.0,1.0,,,0 days 00:00:30.320000,0 days 00:00:35.943000,0 days 00:00:33.334000,0 days 01:13:55.818000,0 days 01:14:31.761000,0 days 01:15:05.095000,214.0,248.0,221.0,282.0,False,HARD,10.0,True,Ferrari,0 days 01:13:25.472000,,1,4.0,,,False,True
0 days 01:16:44.570000,LEC,16,0 days 00:01:39.501000,11.0,1.0,,,0 days 00:00:30.327000,0 days 00:00:35.793000,0 days 00:00:33.381000,0 days 01:15:35.422000,0 days 01:16:11.215000,0 days 01:16:44.596000,215.0,250.0,221.0,283.0,False,HARD,11.0,True,Ferrari,0 days 01:15:05.069000,,1,4.0,,,False,True
0 days 01:18:24.129000,LEC,16,0 days 00:01:39.559000,12.0,1.0,,,0 days 00:00:30.391000,0 days 00:00:35.932000,0 days 00:00:33.236000,0 days 01:17:14.987000,0 days 01:17:50.919000,0 days 01:18:24.155000,213.0,244.0,221.0,284.0,False,HARD,12.0,True,Ferrari,0 days 01:16:44.570000,,1,4.0,,,False,True
0 days 01:20:03.578000,LEC,16,0 days 00:01:39.449000,13.0,1.0,,,0 days 00:00:30.262000,0 days 00:00:35.876000,0 days 00:00:33.311000,0 days 01:18:54.417000,0 days 01:19:30.293000,0 days 01:20:03.604000,215.0,247.0,221.0,294.0,True,HARD,13.0,True,Ferrari,0 days 01:18:24.129000,,1,4.0,,,False,True
0 days 01:21:51.395000,LEC,16,0 days 00:01:47.817000,14.0,1.0,,,0 days 00:00:30.274000,0 days 00:00:35.710000,0 days 00:00:41.833000,0 days 01:20:33.878000,0 days 01:21:09.588000,0 days 01:21:51.421000,212.0,246.0,129.0,294.0,False,HARD,14.0,True,Ferrari,0 days 01:20:03.578000,,126,4.0,,,False,False
0 days 01:24:06.613000,LEC,16,0 days 00:02:15.218000,15.0,1.0,,,0 days 00:00:47.168000,0 days 00:00:50.473000,0 days 00:00:37.577000,0 days 01:22:38.589000,0 days 01:23:29.062000,0 days 01:24:06.639000,162.0,195.0,223.0,138.0,False,HARD,15.0,True,Ferrari,0 days 01:21:51.395000,,671,2.0,,,False,False
0 days 01:25:45.386000,LEC,16,0 days 00:01:38.773000,16.0,1.0,,,0 days 00:00:30.289000,0 days 00:00:35.618000,0 days 00:00:32.866000,0 days 01:24:36.928000,0 days 01:25:12.546000,0 days 01:25:45.412000,213.0,247.0,223.0,284.0,True,HARD,16.0,True,Ferrari,0 days 01:24:06.613000,,1,1.0,,,False,True
0 days 01:27:23.684000,LEC,16,0 days 00:01:38.298000,17.0,1.0,,,0 days 00:00:30.002000,0 days 00:00:35.447000,0 days 00:00:32.849000,0 days 01:26:15.414000,0 days 01:26:50.861000,0 days 01:27:23.710000,210.0,248.0,222.0,293.0,True,HARD,17.0,True,Ferrari,0 days 01:25:45.386000,,1,1.0,,,False,True
0 days 01:29:02.540000,LEC,16,0 days 00:01:38.856000,18.0,1.0,,,0 days 00:00:30.199000,0 days 00:00:35.770000,0 days 00:00:32.887000,0 days 01:27:53.909000,0 days 01:28:29.679000,0 days 01:29:02.566000,211.0,244.0,222.0,298.0,False,HARD,18.0,True,Ferrari,0 days 01:27:23.684000,,1,1.0,,,False,True
0 days 01:30:40.875000,LEC,16,0 days 00:01:38.335000,19.0,1.0,,,0 days 00:00:29.979000,0 days 00:00:35.341000,0 days 00:00:33.015000,0 days 01:29:32.545000,0 days 01:30:07.886000,0 days 01:30:40.901000,214.0,249.0,223.0,293.0,False,HARD,19.0,True,Ferrari,0 days 01:29:02.540000,,1,1.0,,,False,True
0 days 01:32:19.470000,LEC,16,0 days 00:01:38.595000,20.0,1.0,,,0 days 00:00:29.966000,0 days 00:00:35.519000,0 days 00:00:33.110000,0 days 01:31:10.867000,0 days 01:31:46.386000,0 days 01:32:19.496000,216.0,249.0,223.0,299.0,False,HARD,20.0,True,Ferrari,0 days 01:30:40.875000,,1,1.0,,,False,True
0 days 01:33:57.854000,LEC,16,0 days 00:01:38.384000,21.0,1.0,,,0 days 00:00:29.896000,0 days 00:00:35.569000,0 days 00:00:32.919000,0 days 01:32:49.392000,0 days 01:33:24.961000,0 days 01:33:57.880000,216.0,248.0,221.0,298.0,False,HARD,21.0,True,Ferrari,0 days 01:32:19.470000,,1,1.0,,,False,True
0 days 01:35:36.331000,LEC,16,0 days 00:01:38.477000,22.0,1.0,,,0 days 00:00:30.062000,0 days 00:00:35.306000,0 days 00:00:33.109000,0 days 01:34:27.942000,0 days 01:35:03.248000,0 days 01:35:36.357000,216.0,249.0,221.0,294.0,False,HARD,22.0,True,Ferrari,0 days 01:33:57.854000,,1,1.0,,,False,True
