Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:39:07.674000,NOR,1,0 days 00:01:38.051000,24.0,2.0,,,0 days 00:00:29.859000,0 days 00:00:35.478000,0 days 00:00:32.714000,0 days 01:37:59.515000,0 days 01:38:34.993000,0 days 01:39:07.707000,225.0,256.0,222.0,296.0,False,HARD,9.0,True,McLaren,0 days 01:37:29.623000,,1,5.0,,,False,True
0 days 01:40:46.195000,NOR,1,0 days 00:01:38.521000,25.0,2.0,,,0 days 00:00:29.876000,0 days 00:00:35.648000,0 days 00:00:32.997000,0 days 01:39:37.583000,0 days 01:40:13.231000,0 days 01:40:46.228000,223.0,254.0,224.0,298.0,False,HARD,10.0,True,McLaren,0 days 01:39:07.674000,,1,5.0,,,False,True
0 days 01:42:25.093000,NOR,1,0 days 00:01:38.898000,26.0,2.0,,,0 days 00:00:29.824000,0 days 00:00:35.892000,0 days 00:00:33.182000,0 days 01:41:16.052000,0 days 01:41:51.944000,0 days 01:42:25.126000,219.0,249.0,222.0,295.0,False,HARD,11.0,True,McLaren,0 days 01:40:46.195000,,1,5.0,,,False,True
0 days 01:44:04.128000,NOR,1,0 days 00:01:39.035000,27.0,2.0,,,0 days 00:00:29.957000,0 days 00:00:35.969000,0 days 00:00:33.109000,0 days 01:42:55.083000,0 days 01:43:31.052000,0 days 01:44:04.161000,218.0,251.0,223.0,286.0,False,HARD,12.0,True,McLaren,0 days 01:42:25.093000,,1,5.0,,,False,True
0 days 01:45:42.997000,NOR,1,0 days 00:01:38.869000,28.0,2.0,,,0 days 00:00:29.770000,0 days 00:00:35.886000,0 days 00:00:33.213000,0 days 01:44:33.931000,0 days 01:45:09.817000,0 days 01:45:43.030000,219.0,255.0,220.0,295.0,False,HARD,13.0,True,McLaren,0 days 01:44:04.128000,,1,4.0,,,False,True
0 days 01:47:20.706000,NOR,1,0 days 00:01:37.709000,29.0,2.0,,,0 days 00:00:29.409000,0 days 00:00:35.379000,0 days 00:00:32.921000,0 days 01:46:12.439000,0 days 01:46:47.818000,0 days 01:47:20.739000,222.0,253.0,223.0,304.0,True,HARD,14.0,True,McLaren,0 days 01:45:42.997000,,1,4.0,,,False,True
0 days 01:48:58.943000,NOR,1,0 days 00:01:38.237000,30.0,2.0,,,0 days 00:00:29.845000,0 days 00:00:35.457000,0 days 00:00:32.935000,0 days 01:47:50.584000,0 days 01:48:26.041000,0 days 01:48:58.976000,223.0,251.0,225.0,301.0,False,HARD,15.0,True,McLaren,0 days 01:47:20.706000,,1,4.0,,,False,True
0 days 01:50:36.554000,NOR,1,0 days 00:01:37.611000,31.0,2.0,,,0 days 00:00:29.493000,0 days 00:00:35.325000,0 days 00:00:32.793000,0 days 01:49:28.469000,0 days 01:50:03.794000,0 days 01:50:36.587000,223.0,253.0,223.0,301.0,True,HARD,16.0,True,McLaren,0 days 01:48:58.943000,,1,4.0,,,False,True
0 days 01:52:14.678000,NOR,1,0 days 00:01:38.124000,32.0,2.0,,,0 days 00:00:29.646000,0 days 00:00:35.309000,0 days 00:00:33.169000,0 days 01:51:06.233000,0 days 01:51:41.542000,0 days 01:52:14.711000,223.0,252.0,222.0,301.0,False,HARD,17.0,True,McLaren,0 days 01:50:36.554000,,1,4.0,,,False,True
0 days 01:53:52.151000,NOR,1,0 days 00:01:37.473000,33.0,2.0,,,0 days 00:00:29.659000,0 days 00:00:35.328000,0 days 00:00:32.486000,0 days 01:52:44.370000,0 days 01:53:19.698000,0 days 01:53:52.184000,223.0,254.0,223.0,304.0,True,HARD,18.0,True,McLaren,0 days 01:52:14.678000,,1,4.0,,,False,True
0 days 01:55:29.284000,NOR,1,0 days 00:01:37.133000,34.0,2.0,,,0 days 00:00:29.481000,0 days 00:00:35.232000,0 days 00:00:32.420000,0 days 01:54:21.665000,0 days 01:54:56.897000,0 days 01:55:29.317000,224.0,253.0,224.0,299.0,True,HARD,19.0,True,McLaren,0 days 01:53:52.151000,,1,4.0,,,False,True
0 days 01:57:06.444000,NOR,1,0 days 00:01:37.160000,35.0,2.0,,,0 days 00:00:29.400000,0 days 00:00:35.265000,0 days 00:00:32.495000,0 days 01:55:58.717000,0 days 01:56:33.982000,0 days 01:57:06.477000,224.0,255.0,224.0,304.0,False,HARD,20.0,True,McLaren,0 days 01:55:29.284000,,1,4.0,,,False,True
0 days 01:58:43.473000,NOR,1,0 days 00:01:37.029000,36.0,2.0,,,0 days 00:00:29.513000,0 days 00:00:35.038000,0 days 00:00:32.478000,0 days 01:57:35.990000,0 days 01:58:11.028000,0 days 01:58:43.506000,223.0,254.0,223.0,305.0,True,HARD,21.0,True,McLaren,0 days 01:57:06.444000,,1,4.0,,,False,True
0 days 02:00:21.178000,NOR,1,0 days 00:01:37.705000,37.0,2.0,,,0 days 00:00:29.519000,0 days 00:00:35.293000,0 days 00:00:32.893000,0 days 01:59:13.025000,0 days 01:59:48.318000,0 days 02:00:21.211000,222.0,249.0,223.0,305.0,False,HARD,22.0,True,McLaren,0 days 01:58:43.473000,,1,4.0,,,False,True
0 days 02:01:58.075000,NOR,1,0 days 00:01:36.897000,38.0,2.0,,,0 days 00:00:29.541000,0 days 00:00:34.937000,0 days 00:00:32.419000,0 days 02:00:50.752000,0 days 02:01:25.689000,0 days 02:01:58.108000,221.0,256.0,224.0,306.0,True,HARD,23.0,True,McLaren,0 days 02:00:21.178000,,1,4.0,,,False,True
0 days 02:03:35.026000,NOR,1,0 days 00:01:36.951000,39.0,2.0,,,0 days 00:00:29.349000,0 days 00:00:35.098000,0 days 00:00:32.504000,0 days 02:02:27.457000,0 days 02:03:02.555000,0 days 02:03:35.059000,225.0,256.0,223.0,306.0,False,HARD,24.0,True,McLaren,0 days 02:01:58.075000,,1,4.0,,,False,True
0 days 02:05:11.822000,NOR,1,0 days 00:01:36.796000,40.0,2.0,,,0 days 00:00:29.310000,0 days 00:00:34.943000,0 days 00:00:32.543000,0 days 02:04:04.369000,0 days 02:04:39.312000,0 days 02:05:11.855000,223.0,257.0,223.0,304.0,True,HARD,25.0,True,McLaren,0 days 02:03:35.026000,,1,4.0,,,False,True
0 days 02:06:49.030000,NOR,1,0 days 00:01:37.208000,41.0,2.0,,,0 days 00:00:29.452000,0 days 00:00:35.025000,0 days 00:00:32.731000,0 days 02:05:41.307000,0 days 02:06:16.332000,0 days 02:06:49.063000,222.0,256.0,223.0,307.0,False,HARD,26.0,True,McLaren,0 days 02:05:11.822000,,1,4.0,,,False,True
0 days 02:08:26.097000,NOR,1,0 days 00:01:37.067000,42.0,2.0,,,0 days 00:00:29.380000,0 days 00:00:34.974000,0 days 00:00:32.713000,0 days 02:07:18.443000,0 days 02:07:53.417000,0 days 02:08:26.130000,225.0,259.0,225.0,305.0,False,HARD,27.0,True,McLaren,0 days 02:06:49.030000,,1,4.0,,,False,True
0 days 02:10:03.246000,NOR,1,0 days 00:01:37.149000,43.0,2.0,,,0 days 00:00:29.287000,0 days 00:00:35.163000,0 days 00:00:32.699000,0 days 02:08:55.417000,0 days 02:09:30.580000,0 days 02:10:03.279000,223.0,260.0,225.0,305.0,False,HARD,28.0,True,McLaren,0 days 02:08:26.097000,,1,4.0,,,False,True
0 days 02:11:40.336000,NOR,1,0 days 00:01:37.090000,44.0,2.0,,,0 days 00:00:29.311000,0 days 00:00:35.112000,0 days 00:00:32.667000,0 days 02:10:32.590000,0 days 02:11:07.702000,0 days 02:11:40.369000,222.0,256.0,225.0,289.0,False,HARD,29.0,True,McLaren,0 days 02:10:03.246000,,1,4.0,,,False,True
0 days 02:13:17.462000,NOR,1,0 days 00:01:37.126000,45.0,2.0,,,0 days 00:00:29.537000,0 days 00:00:34.905000,0 days 00:00:32.684000,0 days 02:12:09.906000,0 days 02:12:44.811000,0 days 02:13:17.495000,222.0,258.0,224.0,300.0,False,HARD,30.0,True,McLaren,0 days 02:11:40.336000,,1,4.0,,,False,True
0 days 02:14:54.795000,NOR,1,0 days 00:01:37.333000,46.0,2.0,,,0 days 00:00:29.408000,0 days 00:00:35.145000,0 days 00:00:32.780000,0 days 02:13:46.903000,0 days 02:14:22.048000,0 days 02:14:54.828000,223.0,256.0,224.0,303.0,False,HARD,31.0,True,McLaren,0 days 02:13:17.462000,,1,4.0,,,False,True
0 days 02:16:32.122000,NOR,1,0 days 00:01:37.327000,47.0,2.0,,,0 days 00:00:29.548000,0 days 00:00:35.002000,0 days 00:00:32.777000,0 days 02:15:24.376000,0 days 02:15:59.378000,0 days 02:16:32.155000,222.0,255.0,225.0,310.0,False,HARD,32.0,True,McLaren,0 days 02:14:54.795000,,1,4.0,,,False,True
0 days 02:18:09.469000,NOR,1,0 days 00:01:37.347000,48.0,2.0,,,0 days 00:00:29.288000,0 days 00:00:35.115000,0 days 00:00:32.944000,0 days 02:17:01.443000,0 days 02:17:36.558000,0 days 02:18:09.502000,221.0,257.0,224.0,303.0,False,HARD,33.0,True,McLaren,0 days 02:16:32.122000,,1,3.0,,,False,True
0 days 02:19:46.468000,NOR,1,0 days 00:01:36.999000,49.0,2.0,,,0 days 00:00:29.425000,0 days 00:00:34.934000,0 days 00:00:32.640000,0 days 02:18:38.927000,0 days 02:19:13.861000,0 days 02:19:46.501000,222.0,256.0,225.0,280.0,False,HARD,34.0,True,McLaren,0 days 02:18:09.469000,,1,3.0,,,False,True
0 days 02:21:23.603000,NOR,1,0 days 00:01:37.135000,50.0,2.0,,,0 days 00:00:29.463000,0 days 00:00:35.005000,0 days 00:00:32.667000,0 days 02:20:15.964000,0 days 02:20:50.969000,0 days 02:21:23.636000,217.0,256.0,223.0,282.0,False,HARD,35.0,True,McLaren,0 days 02:19:46.468000,,1,3.0,,,False,True
0 days 02:23:00.503000,NOR,1,0 days 00:01:36.900000,51.0,2.0,,,0 days 00:00:29.354000,0 days 00:00:34.875000,0 days 00:00:32.671000,0 days 02:21:52.990000,0 days 02:22:27.865000,0 days 02:23:00.536000,226.0,259.0,223.0,307.0,False,HARD,36.0,True,McLaren,0 days 02:21:23.603000,,1,3.0,,,False,True
0 days 02:24:37.183000,NOR,1,0 days 00:01:36.680000,52.0,2.0,,,0 days 00:00:29.331000,0 days 00:00:34.755000,0 days 00:00:32.594000,0 days 02:23:29.867000,0 days 02:24:04.622000,0 days 02:24:37.216000,222.0,256.0,223.0,308.0,True,HARD,37.0,True,McLaren,0 days 02:23:00.503000,,1,3.0,,,False,True
0 days 02:26:14.166000,NOR,1,0 days 00:01:36.983000,53.0,2.0,,,0 days 00:00:29.375000,0 days 00:00:35.034000,0 days 00:00:32.574000,0 days 02:25:06.591000,0 days 02:25:41.625000,0 days 02:26:14.199000,219.0,258.0,225.0,291.0,False,HARD,38.0,True,McLaren,0 days 02:24:37.183000,,1,3.0,,,False,True
0 days 02:27:51.100000,NOR,1,0 days 00:01:36.934000,54.0,2.0,,,0 days 00:00:29.595000,0 days 00:00:34.837000,0 days 00:00:32.502000,0 days 02:26:43.794000,0 days 02:27:18.631000,0 days 02:27:51.133000,214.0,259.0,223.0,308.0,False,HARD,39.0,True,McLaren,0 days 02:26:14.166000,,1,3.0,,,False,True
0 days 02:29:27.887000,NOR,1,0 days 00:01:36.787000,55.0,2.0,,,0 days 00:00:29.268000,0 days 00:00:34.658000,0 days 00:00:32.861000,0 days 02:28:20.401000,0 days 02:28:55.059000,0 days 02:29:27.920000,224.0,260.0,222.0,305.0,False,HARD,40.0,True,McLaren,0 days 02:27:51.100000,,1,3.0,,,False,True
0 days 02:31:05.890000,NOR,1,0 days 00:01:38.003000,56.0,2.0,,,0 days 00:00:30.061000,0 days 00:00:35.457000,0 days 00:00:32.485000,0 days 02:29:57.981000,0 days 02:30:33.438000,0 days 02:31:05.923000,208.0,263.0,222.0,276.0,False,HARD,41.0,True,McLaren,0 days 02:29:27.887000,,1,3.0,,,False,True
0 days 02:32:42.908000,NOR,1,0 days 00:01:37.018000,57.0,2.0,,,0 days 00:00:29.428000,0 days 00:00:35.079000,0 days 00:00:32.511000,0 days 02:31:35.351000,0 days 02:32:10.430000,0 days 02:32:42.941000,221.0,257.0,223.0,285.0,False,HARD,42.0,True,McLaren,0 days 02:31:05.890000,,1,3.0,,,False,True
0 days 01:00:04.272000,GAS,10,0 days 00:01:50.207000,1.0,1.0,,,,0 days 00:00:38.590000,0 days 00:00:35.142000,,0 days 00:59:29.199000,0 days 01:00:04.352000,184.0,218.0,209.0,245.0,False,HARD,1.0,True,Alpine,0 days 00:58:13.809000,,12,13.0,,,False,False
0 days 01:01:47.261000,GAS,10,0 days 00:01:42.989000,2.0,1.0,,,0 days 00:00:31.348000,0 days 00:00:37.202000,0 days 00:00:34.439000,0 days 01:00:35.630000,0 days 01:01:12.832000,0 days 01:01:47.271000,193.0,230.0,211.0,281.0,True,HARD,2.0,True,Alpine,0 days 01:00:04.272000,,1,13.0,,,False,True
0 days 01:03:30.056000,GAS,10,0 days 00:01:42.795000,3.0,1.0,,,0 days 00:00:30.875000,0 days 00:00:37.406000,0 days 00:00:34.514000,0 days 01:02:18.146000,0 days 01:02:55.552000,0 days 01:03:30.066000,204.0,225.0,219.0,265.0,True,HARD,3.0,True,Alpine,0 days 01:01:47.261000,,1,13.0,,,False,True
0 days 01:05:12.760000,GAS,10,0 days 00:01:42.704000,4.0,1.0,,,0 days 00:00:31.184000,0 days 00:00:37.212000,0 days 00:00:34.308000,0 days 01:04:01.250000,0 days 01:04:38.462000,0 days 01:05:12.770000,193.0,232.0,212.0,260.0,True,HARD,4.0,True,Alpine,0 days 01:03:30.056000,,1,13.0,,,False,True
0 days 01:06:56.012000,GAS,10,0 days 00:01:43.252000,5.0,1.0,,,0 days 00:00:31.037000,0 days 00:00:37.269000,0 days 00:00:34.946000,0 days 01:05:43.807000,0 days 01:06:21.076000,0 days 01:06:56.022000,205.0,234.0,209.0,266.0,False,HARD,5.0,True,Alpine,0 days 01:05:12.760000,,12,13.0,,,False,True
0 days 01:08:39.388000,GAS,10,0 days 00:01:43.376000,6.0,1.0,,,0 days 00:00:31.499000,0 days 00:00:37.549000,0 days 00:00:34.328000,0 days 01:07:27.521000,0 days 01:08:05.070000,0 days 01:08:39.398000,197.0,232.0,213.0,267.0,False,HARD,6.0,True,Alpine,0 days 01:06:56.012000,,1,12.0,,,False,True
0 days 01:10:21.798000,GAS,10,0 days 00:01:42.410000,7.0,1.0,,,0 days 00:00:30.988000,0 days 00:00:36.964000,0 days 00:00:34.458000,0 days 01:09:10.386000,0 days 01:09:47.350000,0 days 01:10:21.808000,208.0,233.0,212.0,282.0,True,HARD,7.0,True,Alpine,0 days 01:08:39.388000,,1,12.0,,,False,True
0 days 01:12:03.910000,GAS,10,0 days 00:01:42.112000,8.0,1.0,,,0 days 00:00:31.169000,0 days 00:00:36.901000,0 days 00:00:34.042000,0 days 01:10:52.977000,0 days 01:11:29.878000,0 days 01:12:03.920000,211.0,241.0,219.0,275.0,True,HARD,8.0,True,Alpine,0 days 01:10:21.798000,,1,12.0,,,False,True
0 days 01:13:46.091000,GAS,10,0 days 00:01:42.181000,9.0,1.0,,,0 days 00:00:31.178000,0 days 00:00:36.829000,0 days 00:00:34.174000,0 days 01:12:35.098000,0 days 01:13:11.927000,0 days 01:13:46.101000,210.0,228.0,216.0,277.0,False,HARD,9.0,True,Alpine,0 days 01:12:03.910000,,1,12.0,,,False,True
0 days 01:15:28.391000,GAS,10,0 days 00:01:42.300000,10.0,1.0,,,0 days 00:00:31.250000,0 days 00:00:36.696000,0 days 00:00:34.354000,0 days 01:14:17.351000,0 days 01:14:54.047000,0 days 01:15:28.401000,207.0,233.0,209.0,272.0,False,HARD,10.0,True,Alpine,0 days 01:13:46.091000,,1,12.0,,,False,True
0 days 01:17:10.851000,GAS,10,0 days 00:01:42.460000,11.0,1.0,,,0 days 00:00:31.252000,0 days 00:00:36.823000,0 days 00:00:34.385000,0 days 01:15:59.653000,0 days 01:16:36.476000,0 days 01:17:10.861000,213.0,234.0,219.0,270.0,False,HARD,11.0,True,Alpine,0 days 01:15:28.391000,,1,12.0,,,False,True
0 days 01:18:53.428000,GAS,10,0 days 00:01:42.577000,12.0,1.0,,,0 days 00:00:31.038000,0 days 00:00:37.130000,0 days 00:00:34.409000,0 days 01:17:41.899000,0 days 01:18:19.029000,0 days 01:18:53.438000,203.0,234.0,214.0,265.0,False,HARD,12.0,True,Alpine,0 days 01:17:10.851000,,1,12.0,,,False,True
0 days 01:20:35.864000,GAS,10,0 days 00:01:42.436000,13.0,1.0,,,0 days 00:00:31.041000,0 days 00:00:36.925000,0 days 00:00:34.470000,0 days 01:19:24.479000,0 days 01:20:01.404000,0 days 01:20:35.874000,206.0,238.0,213.0,271.0,False,HARD,13.0,True,Alpine,0 days 01:18:53.428000,,1,12.0,,,False,True
0 days 01:22:41.538000,GAS,10,0 days 00:02:05.674000,14.0,1.0,,,0 days 00:00:30.892000,0 days 00:00:46.832000,0 days 00:00:47.950000,0 days 01:21:06.766000,0 days 01:21:53.598000,0 days 01:22:41.548000,209.0,210.0,116.0,270.0,False,HARD,14.0,True,Alpine,0 days 01:20:35.864000,,126,12.0,,,False,False
0 days 01:24:42.572000,GAS,10,0 days 00:02:01.034000,15.0,1.0,,,0 days 00:00:47.086000,0 days 00:00:40.181000,0 days 00:00:33.767000,0 days 01:23:28.634000,0 days 01:24:08.815000,0 days 01:24:42.582000,179.0,240.0,222.0,114.0,False,HARD,15.0,True,Alpine,0 days 01:22:41.538000,,671,8.0,,,False,False
0 days 01:26:23.198000,GAS,10,0 days 00:01:40.626000,16.0,1.0,,,0 days 00:00:30.569000,0 days 00:00:36.349000,0 days 00:00:33.708000,0 days 01:25:13.151000,0 days 01:25:49.500000,0 days 01:26:23.208000,210.0,245.0,221.0,282.0,True,HARD,16.0,True,Alpine,0 days 01:24:42.572000,,1,8.0,,,False,True
0 days 01:28:03.291000,GAS,10,0 days 00:01:40.093000,17.0,1.0,,,0 days 00:00:30.452000,0 days 00:00:36.112000,0 days 00:00:33.529000,0 days 01:26:53.660000,0 days 01:27:29.772000,0 days 01:28:03.301000,214.0,238.0,222.0,289.0,True,HARD,17.0,True,Alpine,0 days 01:26:23.198000,,1,8.0,,,False,True
0 days 01:29:43.368000,GAS,10,0 days 00:01:40.077000,18.0,1.0,,,0 days 00:00:30.263000,0 days 00:00:36.267000,0 days 00:00:33.547000,0 days 01:28:33.564000,0 days 01:29:09.831000,0 days 01:29:43.378000,217.0,245.0,222.0,283.0,True,HARD,18.0,True,Alpine,0 days 01:28:03.291000,,1,8.0,,,False,True
